zipcode,town,violentcrime_quintile,education_percentile_quintile,education_percentile,max_rent_0br,max_rent_1br,max_rent_2br,max_rent_3br,max_rent_4br,max_rent_5br,max_rent_6br,town_website_description,town_link,wikipedia,wikipedia_link,street,school,town_square,open_space_or_landmark
2445,BROOKLINE,2,1,89,2207,2447,2978,3738,4009,4612,5312,"Located four miles from downtown Boston, in Norfolk County, Brookline is one of the largest towns in New England. It is primarily a mature suburban, residential community with urban characteristics. The Town of Brookline continues to be a safe and highly desirable place to live, due to its proximity to job opportunities, excellent public transportation and school systems, and livable neighborhoods that balance green space, historic preservation, and outstanding commercial services. Surrounded by the City of Boston on three sides, Brookline consists of roughly six square miles of land and is home to a population of about 58,732 people.",https://www.brooklinema.gov/1539/About-Brookline,,"https://en.wikipedia.org/wiki/Brookline,_Massachusetts",https://www.flickr.com/photos/axelrd/11002028394,"https://commons.wikimedia.org/wiki/File:St._Paul_Street_MBTA_station,_Brookline_MA.jpg","https://commons.wikimedia.org/wiki/File:Dexter_School,_Brookline_MA.jpg","https://commons.wikimedia.org/wiki/File:Brookline_Reservoir,_June_2010,_Brookline_MA.jpg"
2458,NEWTON,1,1,85,1817,2017,2448,3078,3299,3796,4373,"Located just outside of Boston, Newton is well respected for the quality of education, community life, exceptional homes, and beautiful open spaces. Newton has frequently been voted as one of the 10 best communities to live in. With a population of about 80,000 residents and approximately 26,000 homes, the City also houses Boston College, UMass Amherst at Mt. Ida Campus and Lasell College. The Boston Marathon runs right through the City with Heartbreak Hill beginning next to City Hall. The Newton Free Library is well respected as one of the largest, most well equipped libraries in the Commonwealth. By size the city is 18.3 square miles bordering the communities of Brookline, Brighton, Watertown, Waltham, Weston, Wellesley, Needham and West Roxbury. Newton also has east_west and north-south highway infrastructure with Routes 90 and 95 running through the city.",http://www.newtonma.gov/about/default.asp,,"https://en.wikipedia.org/wiki/Newton,_Massachusetts","https://commons.wikimedia.org/wiki/File:Windermere_Rd,_Newton_MA.jpg",https://commons.wikimedia.org/wiki/File:Newton_North_High_School_and_Tiger_Drive.agr.jpg,"https://en.wikipedia.org/wiki/File:Lincoln_St,_Newton_Highlands_MA.jpg","https://en.m.wikipedia.org/wiki/File:Bullough%27s_Pond,_Newton_MA.jpg"
2118,BOSTON,4,5,24,1667,1837,2238,2808,3009,3462,3990,"Located just south of the Back Bay, the South End is an elegant residential neighborhood known for its Victorian townhouses and many small parks. This diverse neighborhood is home to active young families, professionals, and immigrants, and is popular with Boston's gay community. Residents of the South End inhabit a mix of historic brick town homes and publicly funded housing. The many parks, including the Southwest Corridor Path built over the depressed Orange Line train, offer green space to the area. The Boston Center for the Arts brings numerous performances to the neighborhood each year.",http://www.bostonplans.org/neighborhoods/south-end/at-a-glance,,"https://en.wikipedia.org/wiki/South_End,_Boston","https://en.wikipedia.org/wiki/South_End,_Boston#/media/File:UnionPark_Shawmut.jpg",,"https://en.wikipedia.org/wiki/South_End,_Boston#/media/File:2011_BostonMA_6367624621.jpg","https://en.wikipedia.org/wiki/South_End,_Boston#/media/File:Boston_University_Medical_Center_01.JPG"
2210,BOSTON,3,5,30,2297,2547,3098,3888,4179,4808,5537,"Located on Boston's waterfront, just across from downtown and not far from the airport, the Seaport District is one of the city's most burgeoning neighborhoods. If you were looking at a map, you'd find this area stretches from the harbor to Fort Point Channel and into South Boston to East and West First Streets. It includes the four neighborhoods of Fort Point, Fan Pier, the Convention Center, and the Marine Industrial Park.",https://www.trolleytours.com/boston/seaport-district,,,"https://commons.wikimedia.org/wiki/File:Seaport_World_Trade_Center,_Boston_MA.jpg",,,"https://www.google.com/search?as_st=y&tbm=isch&hl=en&as_q=seaport+ma+boston&as_epq=&as_oq=&as_eq=&cr=&as_sitesearch=&safe=images&tbs=isz:lt,islt:svga,sur:fc#imgrc=L12_kBcol68RSM:"
2128,BOSTON,3,4,37,1267,1387,1688,2128,2269,2611,3011,"Located to the northeast, across Boston Harbor, East Boston was built on several islands connected by landfill. East Boston is currently home to a blend of longtime residents, young professionals, and predominantly Colombian and Salvadoran immigrants. Belle Isle Marsh Reservation and Constitution Beach offer recreational opportunities to residents, and striking views of the Boston skyline can be had from Piers Park. A number of unique restaurants and retailers reflect the diversity of the neighborhood. Maverick Square and Central Square are the main commercial areas, and are supported by East Boston Main Streets. East Boston hosts Logan International Airport, a vital link in Boston's transportation network and New England's largest airport. Though East Boston is not contiguous to Boston, it is easily accessed via the Callahan, Ted Williams, and Sumner Tunnels; the Blue Line T; MBTA ferries; and surface roads to the north.",https://www.boston.gov/neighborhood/east-boston,,https://en.wikipedia.org/wiki/East_Boston,"https://en.wikipedia.org/wiki/East_Boston#/media/File:Cottage_Street,_Boston_(1).jpg",https://en.wikipedia.org/wiki/East_Boston_High_School#/media/File:East_Boston_High_School_(4).jpg,https://en.wikipedia.org/wiki/East_Boston#/media/File:Most_Holy_Redeemer_Church-East_Boston.jpg,https://en.wikipedia.org/wiki/East_Boston#/media/File:Piers_Park_(2).jpg
2130,JAMAICA PLAIN,2,5,15,1687,1857,2258,2838,3039,3497,4029,"Originally a summertime resort destination for Bostonians, Jamaica Plain (JP) is a classic streetcar suburb of Boston. Jamaica Plain has consistently been an important center for residential life, arts, and commerce for the City of Boston. P's residential streets, filled with iconic triple-decker houses in imaginative colors, are home to Latinos, young families, a growing gay community, and young professionals. A real jewel of JP is 68-acre Jamaica Pond. It is popular with local residents for fishing, sailing, and running along its 1.5 mile shore path. The 265-acre Arnold Arboretum, designed by Frederick Law Olmsted, offers a botanical oasis in the heart of the city. Jamaica Plain is easily accessible by the Southwest Corridor, MBTA trains, and buses. The main transit hub for the area is Forest Hill Station.",http://www.bostonplans.org/neighborhoods/jamaica-plain/at-a-glance,,,https://en.wikipedia.org/wiki/Jamaica_Plain#/media/File:Three_deckers.jpg,,https://en.wikipedia.org/wiki/Jamaica_Plain#/media/File:Jamaica_Plain_monument_2007.jpg,https://en.wikipedia.org/wiki/Jamaica_Plain#/media/File:Jamaica-pond-3.jpg
2131,ROSLINDALE,2,5,30,1477,1627,1978,2488,2659,3060,3527,"Residents once called Roslindale the _garden suburb' of Boston. Today, they still enjoy the neighborhood's natural beauty. Here you'll find the Arnold Arboretum. It's a 265-acre park that's part of Boston's Emerald Necklace. Many of the area's colonial homes are now condos that house the City's growing population. Roslindale Village is the original Main Street district. There's a vibrant shopping and dining area with unique shops and bistros. Downtown is just a quick ride away on the MBTA Orange Line and Commuter Rail.",http://www.bostonplans.org/neighborhoods/roslindale/at-a-glance,,https://en.wikipedia.org/wiki/Roslindale,https://en.wikipedia.org/wiki/Jamaica_Plain#/media/File:Three_deckers.jpg,,https://en.wikipedia.org/wiki/Roslindale#/media/File:RoslindaleCC.JPG,https://en.wikipedia.org/wiki/Arnold_Arboretum#/media/File:Arnold_Arboretum_-_Aug_2005_(b).JPG
2129,CHARLESTOWN,2,4,33,2237,2477,3008,3778,4059,4670,5378,"Situated just across the harbor and to the north of Downtown, Charlestown is home to the Bunker Hill Monument and historical Charlestown Navy Yard. Today Charlestown is an attractive residential neighborhood composed of brick and wood row houses and public housing. In recent years, waterfront condominiums and apartments have been added to the housing mix. Both residents and visitors can enjoy stunning views of the Boston skyline from the Navy Yard's green spaces and piers.",http://www.bostonplans.org/neighborhoods/charlestown/at-a-glance,,,"https://en.wikipedia.org/wiki/Charlestown,_Boston#/media/File:USA-Soldiers_Monument.JPG",https://en.wikipedia.org/wiki/Charlestown_High_School#/media/File:Charlestown_High_School_-_0403002028a_-_City_of_Boston_Archives.jpg,"https://en.wikipedia.org/wiki/Charlestown,_Boston#/media/File:USA-Winthrop_Square.JPG","https://en.wikipedia.org/wiki/Charlestown,_Boston#/media/File:BunkerHillBoats.jpg"
2143,SOMERVILLE,4,2,62,1747,1927,2348,2948,3159,3635,4188,"Somerville is a city located just two miles north of Boston. Occupying slightly over 4 square miles, its population of 78,901 and a myriad of immigrants from all over the world make Somerville the most densely populated community in New England and one of the most ethnically diverse cities in the nation. Rich in both history and culture, the city houses numerous intriguing sites, businesses, and restaurants for every style.Somerville is defined by its city squares. It is known for its large number of squares, which help mark neighborhood boundaries while also featuring bustling businesses and entertainment centers. Among the most active today are Davis Square, Union Square, Ball Square, Teele Square, and Magoun Square. Each offers a mix of ethnic restaurants, bars and shops and small businesses to fit every taste and occasion.",https://www.somervillema.gov/,,"https://en.wikipedia.org/wiki/Somerville,_Massachusetts","https://en.wikipedia.org/wiki/Spring_Hill,_Somerville,_Massachusetts#/media/File:SomervilleMA_SpringHillHistoricDistrictAthertonSt.jpg","https://en.wikipedia.org/wiki/Somerville,_Massachusetts#/media/File:Somerville_High_School.jpg","https://en.wikipedia.org/wiki/Somerville,_Massachusetts#/media/File:Somerville_City_Hall.jpg","https://en.wikipedia.org/wiki/Somerville,_Massachusetts#/media/File:Powder_House_2.jpg"
2144,SOMERVILLE,4,2,62,1797,1987,2418,3038,3259,3750,4320,"Somerville is a city located just two miles north of Boston. Occupying slightly over 4 square miles, its population of 78,901 and a myriad of immigrants from all over the world make Somerville the most densely populated community in New England and one of the most ethnically diverse cities in the nation. Rich in both history and culture, the city houses numerous intriguing sites, businesses, and restaurants for every style.Somerville is defined by its city squares. It is known for its large number of squares, which help mark neighborhood boundaries while also featuring bustling businesses and entertainment centers. Among the most active today are Davis Square, Union Square, Ball Square, Teele Square, and Magoun Square. Each offers a mix of ethnic restaurants, bars and shops and small businesses to fit every taste and occasion.",https://www.somervillema.gov/,,"https://en.wikipedia.org/wiki/Somerville,_Massachusetts","https://en.wikipedia.org/wiki/Spring_Hill,_Somerville,_Massachusetts#/media/File:SomervilleMA_SpringHillHistoricDistrictAthertonSt.jpg","https://en.wikipedia.org/wiki/Somerville,_Massachusetts#/media/File:Somerville_High_School.jpg","https://en.wikipedia.org/wiki/Somerville,_Massachusetts#/media/File:Somerville_City_Hall.jpg","https://en.wikipedia.org/wiki/Somerville,_Massachusetts#/media/File:Powder_House_2.jpg"
2145,SOMERVILLE,4,2,62,1567,1727,2098,2638,2829,3255,3752,"Somerville is a city located just two miles north of Boston. Occupying slightly over 4 square miles, its population of 78,901 and a myriad of immigrants from all over the world make Somerville the most densely populated community in New England and one of the most ethnically diverse cities in the nation. Rich in both history and culture, the city houses numerous intriguing sites, businesses, and restaurants for every style.Somerville is defined by its city squares. It is known for its large number of squares, which help mark neighborhood boundaries while also featuring bustling businesses and entertainment centers. Among the most active today are Davis Square, Union Square, Ball Square, Teele Square, and Magoun Square. Each offers a mix of ethnic restaurants, bars and shops and small businesses to fit every taste and occasion.",https://www.somervillema.gov/,,"https://en.wikipedia.org/wiki/Somerville,_Massachusetts","https://en.wikipedia.org/wiki/Spring_Hill,_Somerville,_Massachusetts#/media/File:SomervilleMA_SpringHillHistoricDistrictAthertonSt.jpg","https://en.wikipedia.org/wiki/Somerville,_Massachusetts#/media/File:Somerville_High_School.jpg","https://en.wikipedia.org/wiki/Somerville,_Massachusetts#/media/File:Somerville_City_Hall.jpg","https://en.wikipedia.org/wiki/Somerville,_Massachusetts#/media/File:Powder_House_2.jpg"
2127,BOSTON,3,5,20,1667,1837,2238,2808,3009,3462,3990,"South Boston spreads across a peninsula just south of Downtown Boston and east of the South End and Dorchester. South Boston is home to both long-time residents and a new wave of young professionals who are drawn to the area's open space, emerging nightlife, and easy access to downtown. The neighborhood boasts miles of beaches and waterfront parks, including Carson Beach, L Street Beach, Pleasure Bay, and the Strandway. South Boston's commercial district, including established businesses alongside new bars, restaurants, and retailers, is built around East and West Broadway.",http://www.bostonplans.org/neighborhoods/south-boston/at-a-glance,,https://en.wikipedia.org/wiki/South_Boston,https://en.wikipedia.org/wiki/Dorchester_Heights#/media/File:Dorchester_Heights_Historic_District_South_Boston_MA_01.jpg,,https://en.wikipedia.org/wiki/South_Boston#/media/File:South_Boston_from_the_air.jpg,https://en.wikipedia.org/wiki/South_Boston#/media/File:BostonConventionAndExhibitionCenter.jpg
2134,ALLSTON,3,5,23,1797,1977,2408,3028,3239,3727,4294,"The neighborhood of Allston, located in northwest Boston, was once home to stockyards and rail yards, but today's Allston is a bustling residential and commercial mix. Leafy side streets lined with wooden triple-decker houses are home to a diverse community, including longtime residents, students from nearby Boston University and Harvard, recent immigrants, and young professionals. The Charles River and Paul Dudley White Bicycle Path border the neighborhood to the north and east, offering recreational opportunities like canoeing, running, and biking.",http://www.bostonplans.org/neighborhoods/allston-brighton/at-a-glance,,https://en.wikipedia.org/wiki/Allston,https://en.wikipedia.org/wiki/Allston#/media/File:Harvard_Avenue_Historic_District_Boston_MA.jpg,,https://en.wikipedia.org/wiki/Allston#/media/File:Packardscorner.jpg,https://en.wikipedia.org/wiki/Harvard_Stadium#/media/File:Harvard_Stadium_-_2006_1.jpg
2113,BOSTON,1,4,42,1947,2157,2618,3288,3529,4060,4678,"The North End is a neighborhood of Boston, Massachusetts, United States. It has the distinction of being the city's oldest residential community, where people have continuously inhabited since it was settled in the 1630s. Though small, only 0.36 square miles (0.93 km2), the neighborhood has nearly one hundred establishments and a variety of tourist attractions. It is known for its Italian American population and fine Italian restaurants. The district is a pending Boston Landmark.",http://www.bostonplans.org/neighborhoods/north-end/at-a-glance,,"https://en.wikipedia.org/wiki/North_End,_Boston",https://commons.wikimedia.org/wiki/File:USA-North_End.JPG,,"https://en.wikipedia.org/wiki/North_End,_Boston#/media/File:North_End,_Boston.jpg","https://en.wikipedia.org/wiki/North_End_Parks#/media/File:North_End_Park_at_Haymarket_Square,_Boston_MA.jpg"
2478,BELMONT,1,1,92,1847,2047,2488,3128,3349,3853,4439,"The Town of Belmont is a suburban community located in heart of the Greater Boston Metropolitan Area. Known to longtime residents as _The Town of Homes', Belmont is a primarily residential community located in close proximity to the region's economic centers. A part of Middlesex County, Massachusetts, Belmont is situated on Cambridge's western border and is just 8 miles from Downtown Boston. Belmont has a population of 26,171 and is also bordered by Watertown, Waltham, Lexington, and Arlington.There are three major commercial centers in the town: Belmont Center in the center, Cushing Square in the south, and Waverley Square in the west. Town Hall and other civic buildings are located in Belmont Center. Large tracts of land from former farms and greenhouse estates form public or publicly accessible areas such as Rock Meadow, Habitat (Mass Audubon), portions of the McLean Hospital tract and various town fields.",https://www.belmont-ma.gov/about-belmont,,"https://en.wikipedia.org/wiki/Belmont,_Massachusetts","https://commons.wikimedia.org/wiki/File:Abraham_Hill_House,_April_2010,_Belmont_MA.jpg","https://commons.wikimedia.org/wiki/File:Belmont_Town_Hall_-_Belmont,_MA_-_DSC07849.jpg","https://commons.wikimedia.org/wiki/File:Mary_Lee_Burbank_Elementary_School,_266_School_Street,_Belmont,_MA_-_IMG_4718.JPG","https://commons.wikimedia.org/wiki/File:Administration_Building,_McLean_Hospital,_Belmont_MA.jpg"
2114,BOSTON,3,4,40,2297,2547,3098,3888,4179,4808,5537,"The West End is a small neighborhood located north of Beacon Hill. Current residents of the West End enjoy sweeping views across the Charles River or towards the Boston Harbor. The neighborhood is within easy walking distance of the Esplanade and Hatch Shell, Downtown, Beacon Hill, and the City of Cambridge. Cultural and civic amenities in the area include the West End Museum and St. Joseph's Catholic Church. Massachusetts General Hospital, one of the premier medical centers in the United States, economically and physically anchors the area to the southwest.",http://www.bostonplans.org/neighborhoods/west-end/at-a-glance,,,"https://en.wikipedia.org/wiki/West_End,_Boston#/media/File:1st_Harrison_Gray_Otis_House.JPG",,"https://en.wikipedia.org/wiki/West_End,_Boston#/media/File:West_End_Boston.jpg","https://en.wikipedia.org/wiki/West_End,_Boston#/media/File:Museum_of_Science,_Boston_-_IMG_3975.jpg"
2150,CHELSEA,5,5,24,1327,1467,1778,2238,2389,2749,3170,,,,,,,,
2149,EVERETT,4,4,40,1297,1427,1728,2178,2329,2680,3091,,,,,,,,
2148,MALDEN,4,3,54,1497,1647,1998,2508,2689,3094,3567,,,,,,,,
2155,MEDFORD,3,4,40,1657,1827,2218,2788,2989,3439,3963,,,,,,,,
1960,PEABODY,4,4,38,1347,1477,1798,2258,2419,2784,3210,,,,,,,,
2169,QUINCY,4,3,58,1547,1697,2068,2598,2779,3198,3686,,,,,,,,
2171,QUINCY,4,3,58,1467,1607,1958,2458,2639,3037,3500,,,,,,,,
2151,REVERE,5,3,47,1347,1477,1798,2258,2419,2784,3210,,,,,,,,
1970,SALEM,4,5,30,1257,1377,1678,2108,2259,2600,2998,,,,,,,,
1906,SAUGUS,4,4,40,1377,1517,1838,2308,2469,2841,3276,,,,,,,,
1876,TEWKSBURY,4,3,59,1297,1467,1888,2378,2539,2922,3368,,,,,,,,
2453,WALTHAM,3,3,49,1547,1697,2068,2598,2779,3198,3686,,,,,,,,
2472,WATERTOWN,2,3,47,1757,1937,2358,2958,3179,3658,4215,,,,,,,,
1801,WOBURN,3,4,45,1547,1697,2068,2598,2779,3198,3686,,,,,,,,
2110,BOSTON,5,4,42,2297,2547,3098,3888,4179,4808,5537,"Downtown Crossing is a shopping district that is a small part of downtown Boston, Massachusetts, located due east of Boston Common and west of the Financial District. It features large department stores as well as restaurants, souvenir sellers, general retail establishments, and street vendors. The section of Washington Street between Temple and Bromfield streets (and portions of Winter and Summer streets) are closed to most vehicular traffic; pedestrians may walk freely in the street.",,"Downtown Crossing is a shopping district that is a small part of downtown Boston, Massachusetts, located due east of Boston Common and west of the Financial District. It features large department stores as well as restaurants, souvenir sellers, general retail establishments, and street vendors. The section of Washington Street between Temple and Bromfield streets (and portions of Winter and Summer streets) are closed to most vehicular traffic; pedestrians may walk freely in the street.",https://en.wikipedia.org/wiki/Downtown_Crossing,https://www.google.com/search?as_st=y&hl=en&tbs=isz%3Alt%2Cislt%3Asvga%2Csur%3Afc&tbm=isch&sa=1&ei=znKeXIrfHqGt_QaD2I_4BA&q=boston+financial+district&oq=boston+fina&gs_l=img.1.0.35i39j0l2j0i5i30j0i8i30l2j0i24l4.264708.265425..266554...0.0..0.149.1346.0j11......1....1..gws-wiz-img.......0i67.IOQpGBqcB3E#imgrc=h9utvYhnwPhj-M:,,,
2476,ARLINGTON,2,1,86,1497,1657,2008,2528,2699,3106,3580,"Arlington's excellent access to metropolitan Boston has made it a very desirable place to live. Arlington is six miles northwest of Boston. The town is bordered on the north by Winchester, on the east by Medford and Somerville, on the south by Cambridge and Belmont and on the west by Lexington. Arlington is bounded on the south by Route 2, a major transportation route allowing access to Boston and the western part of Massachusetts. Arlington is also a short distance from Interstate 93 and 95. Other major routes that go through the town are Routes 2A and 3. Public transportation is provided through the Massachusetts Bay Transit Authority (MBTA) servicing the Greater Boston area with bus service and a subway system. Closest access to the subway system is through the Alewife Station located just over the Arlington border in Cambridge. The Town of Arlington operates an excellent school system with seven elementary schools, one middle school, and Arlington High School.",https://www.arlingtonma.gov/i-want-to-/arlington-history,"https://en.wikipedia.org/wiki/Arlington,_Massachusetts",,"https://commons.wikimedia.org/wiki/File:William_Prentiss_House,_Arlington,_MA.jpg",https://commons.wikimedia.org/wiki/File:Arlington_MA_Town_Hall.jpg,https://commons.wikimedia.org/wiki/File:Arlington_High_School_MA.jpg,"https://en.wikipedia.org/wiki/Arlington,_Massachusetts"
2421,LEXINGTON,1,1,97,2127,2347,2858,3588,3849,4428,5101,"Lexington is a town in Middlesex County, Massachusetts, United States. The town participates in the METCO program, which buses minority students from Boston to suburban towns to receive better educational opportunities than those available to them in the Boston Public Schools. Overall the Lexington school district is among the top ranked in the state and nationally. Bridge Elementary School and Jonas Clarke Middle School were High Performing National Blue Ribbon Schools in 2010 and 2013 respectively.They have been ranked as top schools based on Massachusetts Comprehensive Assessment System (MCAS) test scores. Lexington High School was ranked in 2014 as the 19th best high school in the nation by U.S. News] In 2012, 2017, and 2018, Lexington High School won the U.S. Department of Energy (DOE) National Science Bowl competition.Lexington has two MBTA buses that travel through the Town. MBTA bus #62 operates between the Bedford VA Hospital and Alewife Station, making stops along the way, including Lexington Center and Arlington Heights busway.  MBTA bus #76 bus operates between Hanscom/Lincoln Lab and Alewife Station with stops along the way, including Lexington Center and Lexington High School.",https://www.lexingtonma.gov/transportation-services,"Lexington is a town in Middlesex County, Massachusetts, United States. The town participates in the METCO program, which buses minority students from Boston to suburban towns to receive better educational opportunities than those available to them in the Boston Public Schools. Overall the Lexington school district is among the top ranked in the state and nationally. Bridge Elementary School and Jonas Clarke Middle School were High Performing National Blue Ribbon Schools in 2010 and 2013 respectively.They have been ranked as top schools based on Massachusetts Comprehensive Assessment System (MCAS) test scores. Lexington High School was ranked in 2014 as the 19th best high school in the nation by U.S. News] In 2012, 2017, and 2018, Lexington High School won the U.S. Department of Energy (DOE) National Science Bowl competition.Lexington has two MBTA buses that travel through the Town. MBTA bus #62 operates between the Bedford VA Hospital and Alewife Station, making stops along the way, including Lexington Center and Arlington Heights busway.  MBTA bus #76 bus operates between Hanscom/Lincoln Lab and Alewife Station with stops along the way, including Lexington Center and Lexington High School.","https://en.wikipedia.org/wiki/Lexington,_Massachusetts","https://commons.wikimedia.org/wiki/File:Lexington_High_School,_Lexington_MA.jpg",https://lps.lexingtonma.org/site/default.aspx,"https://commons.wikimedia.org/wiki/File:Lexington_Battle_Green,_Lexington_MA.jpg",https://commons.wikimedia.org/wiki/File:Minute_Man_Statue_Lexington_Massachusetts.jpg
